url,favs_lognorm
https://habrahabr.ru/post/314080/,0.42459477627315595
https://habrahabr.ru/company/plesk/blog/313732/,-1.0763586444054072
https://habrahabr.ru/company/etagi/blog/314000/,0.6614770839582521
https://habrahabr.ru/company/knopka/blog/314030/,0.5172820443484133
https://geektimes.ru/company/audiomania/blog/282058/,1.1463491220855675
https://habrahabr.ru/company/pechkin/blog/314066/,0.2676264477099032
https://habrahabr.ru/company/first/blog/314106/,0.539043419374139
https://habrahabr.ru/company/vasexperts/blog/313558/,0.24000778745766976
https://habrahabr.ru/post/314108/,1.6607509610506122
https://habrahabr.ru/company/cbs/blog/313830/,0.24559400200797715
https://habrahabr.ru/company/jugru/blog/313908/,0.22316409247519942
https://habrahabr.ru/post/314110/,0.36090440776950317
https://habrahabr.ru/company/pt/blog/314112/,0.016053720593622936
https://habrahabr.ru/company/solarsecurity/blog/312056/,0.07207130630439094
https://habrahabr.ru/post/314114/,0.7962060987537374
https://habrahabr.ru/post/314118/,1.3182545899836764
https://habrahabr.ru/post/314122/,0.5184513261087519
https://geektimes.ru/company/dadget/blog/281786/,0.12929868790953716
https://habrahabr.ru/company/kickidler/blog/314042/,-0.443916829087734
https://habrahabr.ru/company/it-grad/blog/312042/,-0.11104483409498833
https://habrahabr.ru/company/1cloud/blog/314022/,-0.2474424719778953
https://habrahabr.ru/post/314126/,-0.6537415156976244
https://habrahabr.ru/post/313966/,0.44482343309225975
https://habrahabr.ru/company/piter/blog/314120/,0.4588356465481328
https://geektimes.ru/post/282094/,0.1456635419832421
https://habrahabr.ru/company/regionsoft/blog/314130/,-0.3381128181234404
https://habrahabr.ru/company/ru_mts/blog/314134/,0.36818311762547695
https://habrahabr.ru/post/314028/,0.6555767222521146
https://habrahabr.ru/post/314136/,-0.15037864366616174
https://habrahabr.ru/post/313904/,0.2942836419543892
https://habrahabr.ru/post/314140/,0.5872794822946302
https://habrahabr.ru/company/acronis/blog/309688/,0.00017021876271514774
https://geektimes.ru/post/282096/,-0.40847969199129763
https://habrahabr.ru/post/314142/,0.059678866564424594
https://habrahabr.ru/company/ivideon/blog/314138/,0.19274408476515625
https://geektimes.ru/post/282104/,0.3322198720283813
https://geektimes.ru/post/282102/,-0.2968203910625711
https://geektimes.ru/post/282016/,-0.06730131415061638
https://geektimes.ru/company/piter/blog/282106/,0.32351088781026827
https://habrahabr.ru/post/314150/,0.28172877019682313
https://habrahabr.ru/company/mailru/blog/313880/,1.2688805993250527
https://geektimes.ru/company/comfortway/blog/282108/,-0.09625804228198198
https://habrahabr.ru/company/erlyvideo/blog/314146/,-0.18263832644151498
https://geektimes.ru/company/atlasbiomed/blog/282110/,0.3017695650112749
https://habrahabr.ru/company/npl/blog/314160/,0.08477627569938442
https://habrahabr.ru/company/edison/blog/314094/,-0.22440676542452362
https://geektimes.ru/post/282112/,-0.516931152164399
https://habrahabr.ru/company/ruvds/blog/314166/,0.43160407624282165
https://geektimes.ru/company/gearbest/blog/282114/,0.0571138254727063
https://habrahabr.ru/post/314172/,0.8715688902444004
https://geektimes.ru/post/282116/,0.4723654401081834
https://geektimes.ru/company/intel/blog/282026/,0.1932308121187126
https://habrahabr.ru/post/313776/,1.773910767338866
https://habrahabr.ru/post/314174/,0.23916895437072247
https://geektimes.ru/post/282118/,1.1052512321003398
https://geektimes.ru/post/282122/,0.5832149276430059
https://habrahabr.ru/company/FastVPS/blog/314178/,-0.4789597826451157
https://habrahabr.ru/post/314180/,0.5583733243660821
https://geektimes.ru/post/282446/,0.4336896134952889
https://habrahabr.ru/post/314184/,1.011551872073186
https://habrahabr.ru/post/313954/,-0.6464395454792341
https://habrahabr.ru/post/314186/,0.7902573277415446
https://geektimes.ru/post/282124/,-0.4290238977087553
https://habrahabr.ru/post/314190/,-1.1563228334690412
https://geektimes.ru/company/madrobots/blog/282126/,0.5819471682228383
https://habrahabr.ru/post/314188/,-0.03645560238115956
https://geektimes.ru/post/282128/,0.5210445282414884
https://habrahabr.ru/post/314194/,0.47486054636367603
https://geektimes.ru/post/282132/,-1.0035950887032299
https://habrahabr.ru/post/314208/,0.3118636121578951
https://habrahabr.ru/post/312352/,0.015688505153895735
https://habrahabr.ru/post/314202/,0.1269854643638984
https://habrahabr.ru/post/314210/,1.1698070365879372
https://geektimes.ru/post/282130/,0.5221716217005766
https://habrahabr.ru/company/centosadmin/blog/314212/,0.031271058485165704
https://habrahabr.ru/post/314116/,0.1320790923340109
https://geektimes.ru/post/282120/,0.3950523913857295
https://habrahabr.ru/post/313392/,0.9540117061209912
https://habrahabr.ru/company/pt/blog/314216/,-0.1117356240832828
https://habrahabr.ru/company/skbkontur/blog/314144/,0.5126144894770757
https://habrahabr.ru/company/nixsolutions/blog/314196/,-0.3408176485330659
https://geektimes.ru/post/282056/,-0.25576695079608863
https://habrahabr.ru/company/yandex/blog/314222/,0.6850416059391574
https://habrahabr.ru/company/pvs-studio/blog/314226/,0.04687737232432841
https://habrahabr.ru/post/314232/,0.7704486876380388
https://habrahabr.ru/company/e-Legion/blog/314170/,0.40265647407811195
